"","RESPID","Q 1","Q 2","Q 3","Q 4","Q 5","Q 6","Q 7","Q 8","Q 9","Q 10","Q 11","Q 12","Q 13","Q 14","Q 15","Q 16","Q 17","Q 18","Q 19","Q 20","Q 21","Q 22","Q 23","Q 24","Q 25","Q 26","Q 27","Q 28","Q 29","Q 30","Q 31","Q 32","Q 33","Q 34","Q 35","Q 36","Q 37","Q 38","Q 39","Q 40","Q 41","Q 42","Q 43","Q 44","Q 45","Q 46","Q 47","Q 48","Q 49","Q 50","Q 51","Q 52","Q 53","Q 54","Q 55","Q 56","Q 57","Q 58","Q 59","Q 60","Q 61","Q 62","Q 63","Q 64","Q 65","Q 66","Q 67","Q 68","Q 69","Q 70","Q 71","Q 72","Q 73","Q 74","Q 75","Q 76","Q 77","Q 78","Q 79","Q 80","Q 81"
"2496",2360,3,3,1,3,3,3,1,4,1,2,5,5,1,1,1,3,1,4,4,1,3,3,5,1,2,1,1,2,4,1,1,4,1,2,18,5,2,1,3,3,5,3,2,1,1,15,1,1,5,4,3,24,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,0,0
"153",472939,5,4,4,5,4,5,5,4,3,5,3,3,4,4,5,3,3,5,4,3,4,5,2,5,4,3,2,2,4,1,1,4,3,6,25,1,5,5,5,1,1,5,5,5,5,30,1,16,1,1,3,43,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,4,5,4,5,5,4,5,4,4,4,5,1,1
"1342",234649,4,3,2,4,3,4,3,3,2,4,2,3,2,3,3,2,2,3,4,2,5,4,3,5,4,2,3,3,4,1,1,3,3,3,22,1,5,5,3,2,2,5,5,4,5,15,2,18,1,1,3,84,1,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,0,1
"2200",479715,4,2,1,3,4,4,4,4,2,5,4,2,2,3,4,2,2,4,5,2,5,4,1,2,3,2,2,2,4,0,0,4,4,2,30,2,4,4,3,2,2,4,3,2,3,100,2,1,3,6,3,43,5,3,2,4,4,4,3,4,4,4,4,2,4,4,5,5,4,4,4,4,4,4,4,2,4,4,3,0,1
"1598",230643,5,2,3,4,4,4,4,3,2,3,4,3,3,4,4,3,2,4,4,2,4,3,4,4,4,3,2,4,4,0,0,4,2,2,20,3,3,2,4,2,5,2,3,4,4,5,1,15,1,1,1,47,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1
"1788",224270,4,3,3,3,3,4,3,4,2,4,2,3,3,3,3,3,2,4,4,4,4,4,3,4,3,3,3,3,3,0,0,5,11,2,20,2,4,4,2,2,2,4,5,5,4,30,1,13,1,1,2,54,4,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,2,4,3,3,0,1
"1839",230542,4,3,3,4,3,4,4,4,3,3,2,4,2,2,3,1,2,4,4,2,4,4,2,4,3,2,2,3,4,1,1,5,3,2,22,1,4,4,2,2,3,3,3,3,2,60,1,14,1,1,4,43,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,2,0,1
"1994",222850,4,2,3,3,4,4,3,4,3,4,4,2,3,4,4,3,3,4,4,3,3,4,4,4,4,2,2,2,4,0,0,4,3,2,22,2,4,4,4,1,2,4,4,4,4,50,1,18,1,5,3,54,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,3,0,1
"2038",485560,4,2,2,4,2,4,4,4,2,3,4,2,2,2,4,2,4,4,4,4,4,4,4,4,4,2,3,4,4,3,1,5,2,2,19,1,5,5,4,2,5,4,4,5,4,30,2,13,1,1,1,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
"343",232753,4,2,3,5,2,5,4,2,3,3,4,2,4,4,4,2,3,5,5,4,5,4,3,5,5,4,4,4,5,1,1,5,4,5,24,1,5,5,3,2,1,5,5,5,3,10,2,18,1,7,3,39,5,3,3,3,3,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,4,5,4,5,4,5,1,1
"733",11744,5,2,4,5,4,4,4,3,4,4,4,2,4,4,4,3,4,5,5,4,5,5,3,5,5,4,4,4,4,0,0,4,7,4,18,3,4,5,4,3,4,4,5,3,4,100,2,12,1,7,4,1,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,0,0
"2562",228781,4,4,3,4,3,4,4,4,3,3,4,2,4,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,0,0,4,3,2,20,2,3,4,3,2,3,3,4,4,4,30,1,15,5,1,1,46,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1
"1383",239188,4,3,2,3,4,4,4,3,3,2,4,2,3,4,4,4,3,5,5,4,5,4,4,5,3,3,3,3,4,1,1,3,2,3,17,3,4,3,3,3,4,3,4,2,3,70,1,16,1,1,4,84,2,3,4,4,3,3,3,4,3,3,4,3,3,3,3,3,4,3,4,4,4,4,4,3,3,4,3,1,1
"1970",471506,4,4,2,4,4,4,4,4,4,3,4,2,4,2,2,4,3,4,4,1,4,4,2,4,2,2,2,2,4,1,1,4,1,2,17,4,4,3,2,2,4,2,2,2,2,45,1,14,1,1,2,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,0,1
"957",11745,3,3,4,4,3,3,4,3,4,4,3,4,4,3,3,5,4,5,3,4,4,4,5,4,4,4,5,3,4,1,1,4,8,4,10,4,3,2,4,2,3,4,3,4,4,25,1,19,1,1,2,23,5,5,4,5,4,4,5,4,3,4,4,4,4,4,3,4,5,4,4,4,4,4,5,4,4,5,4,0,0
"1441",481996,2,3,2,4,4,4,3,4,3,3,4,2,3,3,4,3,2,3,3,3,3,4,3,3,3,3,2,3,4,1,1,4,2,3,17,1,3,5,3,2,5,2,4,1,4,30,1,15,1,5,4,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"2267",220675,4,2,3,5,4,4,2,4,1,2,4,2,2,4,1,1,1,4,4,1,4,4,2,2,1,1,1,1,5,1,1,2,3,2,18,1,5,5,4,2,5,3,5,3,4,24,2,16,1,5,3,43,4,3,3,4,3,5,3,3,4,4,4,3,3,4,4,3,4,4,3,4,4,4,4,2,3,4,3,0,1
"1707",226719,2,2,2,5,4,4,4,3,5,2,4,1,3,4,5,3,3,4,3,4,4,3,4,4,4,3,2,3,4,1,1,4,5,2,32,2,4,2,4,2,4,5,5,2,5,15,1,18,1,1,1,3,4,3,3,5,3,3,3,3,4,4,3,4,4,2,2,3,4,4,3,4,4,4,4,2,2,4,3,0,0
"2596",424550,3,3,4,3,3,4,5,3,4,3,3,3,3,3,3,3,3,4,4,3,5,5,3,5,3,3,5,3,5,0,0,4,2,2,20,1,1,5,5,1,5,3,5,5,5,15,2,1,5,4,1,5,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,0,1
"1552",9437,5,5,3,5,5,5,5,5,3,3,3,5,5,3,5,5,5,5,3,5,3,3,3,3,5,3,5,5,5,1,1,5,2,3,17,1,1,1,1,1,5,1,1,1,1,3,1,1,5,6,2,32,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"1020",226933,4,2,4,5,4,5,4,3,4,3,1,1,5,4,5,4,3,4,5,3,5,4,4,5,4,4,4,4,4,1,1,5,4,3,24,1,5,5,4,3,2,3,5,3,4,25,2,19,1,1,4,17,3,3,4,4,4,5,4,4,4,5,3,5,4,5,5,5,4,5,5,5,5,5,5,3,4,5,4,1,1
"800",472195,5,3,4,5,4,5,5,3,3,5,3,1,4,3,4,3,3,5,5,4,5,5,4,5,4,4,5,5,5,1,1,5,3,4,20,1,5,5,4,2,2,3,5,3,4,45,2,12,5,7,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1
"745",2630,4,3,4,4,4,5,4,4,3,4,4,3,4,5,5,4,4,5,5,4,5,5,5,4,4,4,5,5,5,1,1,5,3,4,19,3,4,4,4,3,5,4,4,3,4,50,1,12,5,2,2,24,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,3,3,1,0
"2387",362,4,2,2,4,4,4,5,4,2,2,5,2,4,4,2,4,2,5,4,2,4,4,4,4,4,2,2,4,4,1,1,4,11,2,25,1,5,5,3,3,2,5,4,4,4,20,2,12,1,1,1,28,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,0,0
"1161",421513,3,4,2,3,4,5,4,4,2,5,1,2,3,3,3,1,2,5,5,2,4,3,2,4,5,3,1,2,3,0,0,4,2,3,24,2,3,3,3,2,3,4,3,3,3,15,1,11,1,1,1,40,2,3,4,4,4,3,4,5,4,5,3,5,5,5,4,4,5,4,5,4,4,5,5,4,3,3,4,0,1
"985",18592,4,4,3,3,4,3,3,3,4,3,4,4,4,4,3,4,3,3,3,3,3,3,4,3,4,4,4,3,4,0,0,4,1,4,20,1,1,3,3,1,1,3,3,3,2,40,2,10,1,1,4,48,4,3,5,4,4,4,5,4,5,4,3,5,5,4,5,4,5,4,4,3,4,4,4,4,3,4,3,0,0
"250",12251,4,2,2,4,4,4,2,4,1,2,4,2,3,3,3,4,3,4,4,4,4,4,3,2,4,4,3,3,4,1,1,4,6,6,28,5,1,2,3,2,3,2,4,2,4,30,1,13,2,2,1,10,4,4,4,4,4,4,4,2,2,4,3,3,4,4,4,4,4,4,4,3,3,3,3,1,4,3,4,0,0
"438",1928,4,2,3,4,4,5,4,2,3,2,3,2,3,3,4,3,2,4,4,3,4,4,4,5,4,4,4,4,4,1,1,5,3,5,20,1,5,4,4,3,4,3,5,1,5,25,2,14,1,1,3,1,4,3,4,4,4,3,4,3,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,0,0
"853",231247,4,5,3,4,4,4,4,4,3,3,4,2,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,1,1,4,2,4,18,3,5,5,4,3,5,4,4,4,4,40,1,13,6,1,1,41,5,3,4,5,4,4,4,4,4,4,4,3,4,4,5,3,4,4,4,4,5,4,4,4,4,5,3,1,1
"1922",7932,4,3,3,3,4,4,3,4,3,4,4,3,2,3,3,2,2,4,4,2,4,3,2,4,3,2,2,3,4,1,1,4,2,2,24,1,5,5,5,2,3,3,5,3,5,25,2,16,6,1,4,1,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,3,3,3,4,3,4,4,4,3,3,4,3,0,0
"1039",475335,5,2,3,4,4,4,4,3,4,3,4,3,3,3,4,3,3,4,5,4,5,4,4,4,4,3,3,3,4,1,1,4,3,3,18,4,2,1,4,3,5,1,2,1,1,35,1,15,1,1,2,41,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,0,1
"2071",2099,4,3,3,4,3,4,3,3,3,3,4,2,3,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,1,1,4,3,2,24,2,5,4,4,3,2,4,4,3,4,225,1,16,1,1,3,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,2,3,3,0,0
"2560",225083,4,3,4,4,3,3,3,3,4,3,3,4,3,3,4,4,3,4,3,4,3,3,4,4,4,3,3,4,3,0,0,4,4,2,20,2,4,4,3,2,4,4,4,4,4,30,1,12,1,1,2,53,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1
"2381",2995,2,4,3,2,2,4,3,4,2,2,4,4,1,2,2,2,3,4,4,1,4,4,2,3,3,3,4,3,4,1,1,4,2,2,16,1,5,2,3,2,5,2,3,1,2,25,2,16,1,1,2,23,2,4,5,4,5,4,4,5,4,2,4,4,4,4,4,2,5,5,4,4,2,4,4,2,4,4,4,1,0
"258",471385,4,4,3,2,3,4,4,4,3,2,5,4,2,2,3,4,3,4,4,2,3,4,3,4,4,4,2,3,3,0,0,4,2,6,20,2,5,4,3,4,4,4,3,5,4,30,1,15,1,1,3,54,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,1,1
"2370",5736,3,4,3,4,4,3,4,4,1,4,4,1,3,2,3,3,3,3,3,2,4,3,4,4,2,1,4,3,4,1,1,4,6,2,20,4,5,3,2,1,5,3,3,3,4,10,2,18,1,1,2,6,1,3,3,3,3,4,3,5,2,4,4,5,3,3,4,4,3,3,3,3,5,3,5,3,3,3,5,0,0
"664",22515,5,3,3,4,3,4,4,3,3,4,2,2,2,2,2,2,3,3,2,4,4,4,4,4,2,4,2,3,4,0,0,4,3,5,17,1,5,1,5,1,2,5,3,5,5,15,2,12,5,1,1,50,4,3,4,3,3,3,3,4,4,3,4,4,3,3,3,4,3,3,3,3,3,3,4,4,3,3,2,0,0
"2021",12103,5,1,5,5,5,5,5,5,3,5,1,4,3,5,4,3,3,5,5,3,5,5,4,5,5,2,1,5,5,1,1,4,6,2,25,1,5,5,4,1,1,5,5,3,5,25,1,18,1,2,3,28,2,3,5,5,5,5,5,4,5,5,3,5,3,5,5,5,5,4,5,5,5,5,5,2,5,5,5,1,0
"2262",422340,3,2,3,4,3,4,3,4,2,3,4,3,3,3,4,3,3,4,4,3,4,3,3,4,4,2,2,2,4,1,1,3,4,2,18,1,5,5,3,2,3,3,3,4,3,15,1,14,1,1,2,10,3,3,3,4,3,4,4,4,3,4,3,3,3,4,4,3,4,3,3,4,4,4,4,3,3,3,3,0,1
"2335",239695,4,2,3,4,2,2,2,4,3,3,4,4,2,2,4,3,4,3,4,4,2,3,4,3,3,2,4,2,4,2,1,3,2,2,16,2,5,2,2,2,5,1,2,1,1,40,1,18,1,2,3,5,2,3,3,2,2,3,3,3,2,3,3,3,3,2,3,3,2,3,2,3,2,3,4,4,3,3,2,0,1
"1267",228262,4,2,3,4,4,4,4,4,4,3,2,2,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,3,4,1,1,3,3,3,17,2,5,3,3,2,5,2,3,2,3,80,1,18,1,1,3,24,3,4,4,1,4,4,4,4,4,2,4,2,1,3,4,2,2,4,4,4,3,3,4,3,4,4,3,0,1
"2631",20789,2,1,3,4,2,1,3,4,2,1,1,1,2,2,1,2,1,4,1,1,3,1,2,4,1,1,4,2,1,0,0,5,6,2,10,2,4,4,4,1,3,4,4,4,3,30,2,15,1,1,2,54,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,0,0
"2731",7044,4,5,3,4,4,4,4,4,2,4,1,4,3,3,4,3,3,5,5,3,5,4,2,4,3,2,2,2,3,0,0,4,3,1,20,4,4,4,3,2,5,3,4,3,2,20,1,12,6,2,2,51,5,5,5,4,4,4,4,5,5,3,3,2,3,3,2,3,2,4,4,3,4,4,4,4,4,4,3,0,0
"2436",235044,4,2,2,4,4,4,4,3,1,3,4,2,2,2,4,3,3,5,5,4,5,5,4,5,3,2,3,3,4,1,1,5,3,2,21,3,3,5,4,3,5,3,3,3,2,120,1,17,1,2,3,5,5,3,4,4,4,3,4,5,5,4,2,3,4,4,3,5,5,5,4,5,4,4,4,4,4,3,3,1,0
"2756",487502,5,3,3,3,3,4,4,5,3,3,5,4,3,3,3,4,3,4,4,4,5,5,4,5,4,3,3,3,3,2,1,5,1,1,16,4,4,3,3,3,4,3,4,3,4,50,1,1,1,6,3,23,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1
"393",234778,5,2,5,4,4,5,5,4,5,4,5,2,4,4,5,5,4,5,4,3,5,5,4,5,5,5,5,5,4,1,1,3,7,5,29,1,5,5,5,3,1,4,4,2,5,20,2,13,1,1,3,8,4,4,4,5,5,5,1,4,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,2,5,5,2,0,0
"1772",471337,3,2,2,4,3,4,4,4,2,4,4,3,1,2,3,2,1,4,4,3,4,4,2,4,3,2,3,2,4,1,1,4,2,2,30,1,4,4,4,2,3,2,4,3,4,10,2,10,1,5,4,28,4,3,4,3,3,3,4,5,4,4,2,3,4,3,3,3,1,3,3,4,4,4,4,2,2,4,4,0,1
"840",225613,5,1,3,4,4,4,4,3,1,2,5,4,3,3,4,4,3,4,4,4,5,4,4,5,5,2,4,4,4,1,1,4,3,4,18,3,5,4,4,4,3,5,4,3,4,50,1,15,1,5,4,39,5,3,4,4,3,4,4,3,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,1,1
"67",421687,4,3,5,5,5,5,4,3,3,4,4,3,5,5,5,4,4,5,4,4,5,4,5,4,5,3,2,4,4,1,1,3,4,6,21,3,3,1,5,2,3,3,5,3,5,8,1,12,5,1,1,54,3,3,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,5,5,1,1
"342",234673,4,2,5,5,5,4,5,3,3,3,5,1,4,4,5,5,5,4,4,4,4,4,3,4,4,4,2,5,5,1,1,4,5,5,24,1,5,3,4,4,2,5,4,3,5,30,1,16,1,5,4,39,3,5,4,5,4,3,5,4,2,4,4,2,5,4,5,4,2,4,4,5,4,4,4,1,5,5,5,1,1
"1896",224808,5,2,2,3,3,4,4,5,4,5,4,3,3,3,4,3,2,4,4,3,3,4,2,4,4,2,4,3,5,1,1,4,4,2,15,3,5,4,5,2,4,5,5,5,5,100,2,11,6,1,1,54,4,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,4,4,3,4,4,3,4,3,3,4,4,0,0
"1876",489424,3,3,2,3,3,4,3,3,3,3,2,3,3,3,2,2,3,4,4,2,3,3,4,4,3,3,2,3,4,0,0,4,1,2,20,2,3,3,3,1,3,3,3,2,2,40,1,11,6,1,4,53,4,3,4,4,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,0,0
"1881",18031,5,4,2,2,4,4,4,2,3,4,2,2,3,2,4,2,1,5,5,1,4,4,3,3,3,3,2,2,3,0,0,4,2,2,16,2,3,3,3,1,3,3,3,3,3,30,1,19,1,1,3,50,5,2,2,3,4,3,4,3,2,3,4,4,4,4,3,4,3,2,3,4,2,3,2,2,4,3,4,0,0
"859",420289,5,4,3,2,4,4,3,4,2,5,4,2,3,3,4,3,3,5,5,3,5,4,5,4,4,3,3,3,5,1,1,4,3,4,30,4,1,3,4,2,1,3,4,4,4,30,2,10,5,7,1,6,5,3,4,3,4,3,4,3,4,3,4,3,3,3,2,2,4,4,4,4,4,4,5,4,4,4,3,1,1
"430",5639,3,1,2,4,5,5,4,3,2,3,3,1,5,5,5,4,5,5,5,4,4,4,5,4,5,4,4,4,4,0,0,4,4,5,22,2,1,5,5,2,4,5,3,4,3,70,2,12,5,1,2,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,1,0
"648",3371,4,4,4,5,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,3,5,4,5,4,4,5,4,5,5,0,0,4,3,5,25,3,4,3,3,2,4,3,3,3,2,65,1,10,1,1,2,31,4,5,5,4,4,5,5,4,4,2,5,2,5,4,4,4,5,5,4,4,5,4,4,5,4,4,3,0,0
"215",220157,4,2,2,5,4,4,4,4,2,4,4,2,3,3,3,3,3,5,5,4,4,4,4,5,3,3,4,4,4,1,1,4,2,6,25,2,5,5,4,3,4,5,4,5,4,30,2,16,1,1,1,48,5,3,5,5,5,4,4,4,5,5,4,4,5,5,4,5,5,5,4,4,4,4,5,4,5,5,5,0,1
"598",1725,4,4,4,4,4,5,4,4,4,5,5,5,5,5,4,4,4,4,5,5,4,4,4,4,5,4,4,5,5,1,1,4,4,5,11,4,5,4,5,3,4,5,5,5,4,11,1,12,5,1,1,4,5,5,5,4,4,5,5,4,5,4,5,4,5,5,5,4,4,5,4,4,5,4,4,4,5,5,5,0,0
"2691",9478,3,3,2,3,3,5,4,3,3,3,3,4,3,3,3,4,3,3,4,2,4,2,4,4,2,2,3,3,4,2,1,5,5,2,50,5,3,2,3,4,2,5,3,5,5,200,2,18,1,1,2,48,3,2,2,2,2,2,1,3,2,2,4,4,2,3,3,4,1,3,4,5,2,4,3,4,2,4,2,1,0
"919",486597,5,3,4,4,3,5,4,5,5,4,5,3,4,3,3,5,4,5,5,5,5,5,4,4,4,4,4,4,5,1,1,4,4,4,21,1,5,3,3,2,5,4,4,3,3,30,2,17,1,1,2,84,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,5,4,1,1
"944",6781,3,3,3,3,3,4,4,4,2,4,4,3,3,4,3,4,4,4,4,3,4,4,2,4,5,4,4,4,3,0,0,4,2,4,30,5,3,2,1,3,2,2,3,5,2,30,2,13,1,2,1,54,5,3,3,3,3,4,5,4,4,2,5,2,5,3,5,3,5,5,4,4,5,3,4,3,3,4,5,1,0
"336",15667,4,4,2,3,2,3,3,3,3,4,2,3,3,3,2,3,3,3,4,3,3,4,3,4,3,3,3,3,3,1,1,4,1,6,21,1,4,4,3,1,2,3,3,2,3,16,2,16,1,1,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,0,0
"2069",232017,4,4,3,3,2,4,4,3,3,3,4,4,3,3,3,3,3,4,4,2,4,4,4,4,4,2,2,2,4,1,1,4,2,2,14,1,4,3,4,3,2,4,4,3,4,15,2,15,1,1,3,10,3,2,4,4,2,2,3,3,3,4,2,2,2,2,4,2,4,2,4,2,2,4,2,3,3,3,3,0,0
"2188",472781,4,3,3,4,2,4,3,4,2,2,4,4,2,2,2,2,3,3,4,2,4,4,4,4,4,2,3,3,3,1,1,5,2,2,20,1,4,3,5,3,4,2,5,2,4,2,1,13,1,1,3,10,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,4,4,4,4,5,5,5,4,4,4,3,1,1
"425",223082,4,2,3,4,4,4,3,4,3,3,2,3,4,3,4,4,4,4,4,3,4,3,3,3,4,3,3,3,4,1,1,5,3,5,20,2,3,4,4,3,2,2,2,4,3,30,1,16,6,1,1,84,3,3,3,3,3,3,4,3,4,4,4,3,3,4,3,3,4,4,4,4,4,3,3,3,3,4,4,0,0
"2123",225404,4,2,4,4,4,4,3,4,1,3,5,2,3,4,3,2,3,4,4,3,3,3,3,3,4,2,3,3,4,1,1,4,4,2,21,2,4,4,4,2,4,4,4,4,4,20,1,16,1,1,2,14,2,3,4,3,4,4,4,4,4,4,2,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,1
"1942",482529,1,3,4,3,3,3,4,4,4,3,1,4,1,1,3,1,1,4,4,1,2,4,4,4,3,1,1,1,3,0,0,5,1,2,20,1,5,4,2,1,5,2,5,2,5,10,2,14,1,5,4,24,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"1468",225571,4,5,3,4,4,4,4,4,5,4,2,2,2,2,4,3,2,4,3,3,5,4,4,5,3,3,2,3,4,1,1,4,8,3,22,2,5,5,5,2,1,2,4,4,4,90,2,16,5,1,1,40,4,4,5,4,3,3,5,4,3,5,3,4,5,4,4,4,3,4,4,5,3,3,3,4,4,4,4,0,1
"2292",235761,2,2,2,3,2,4,2,4,2,2,4,4,2,2,2,2,2,4,4,2,4,4,2,4,2,2,3,2,4,1,1,4,11,2,35,1,5,4,3,2,5,2,2,2,1,15,2,1,1,7,1,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1
"207",13600,3,2,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,5,6,25,3,5,5,4,2,4,5,4,5,5,25,2,10,1,4,1,21,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,0
"1666",14526,5,2,5,1,5,4,4,5,2,4,1,2,5,5,5,5,2,4,5,3,4,4,4,5,4,2,4,3,5,1,1,3,9,2,108,2,5,5,3,2,2,2,4,2,5,50,2,17,6,1,1,34,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
"468",4904,4,4,4,5,5,4,4,4,3,3,4,4,3,4,5,3,3,5,5,4,5,5,5,5,5,4,3,3,5,1,1,4,5,5,25,3,5,3,3,2,4,3,5,3,3,45,1,13,1,5,4,44,5,3,5,4,4,4,4,3,5,4,3,5,4,4,4,4,4,5,4,5,3,4,4,3,4,5,4,0,0
"913",422890,4,2,3,3,3,4,4,3,3,3,4,4,4,4,4,4,3,4,3,3,4,4,3,4,3,4,3,4,4,0,0,4,11,4,30,4,4,4,5,2,5,5,5,5,5,7,1,13,1,1,1,19,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1
"2165",232900,5,3,4,4,3,4,4,3,3,2,5,3,3,3,5,4,4,4,4,3,4,4,3,4,5,2,2,3,4,1,1,5,4,2,26,3,5,4,4,3,2,4,2,4,4,20,1,19,1,1,1,39,3,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,0,1
"1385",477629,5,3,1,3,4,5,4,4,1,1,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,1,1,5,3,3,21,1,5,5,5,4,3,5,5,5,4,45,1,13,1,1,3,3,4,3,2,3,2,3,2,3,5,4,3,4,3,3,4,3,4,3,5,5,5,4,4,3,3,3,3,1,1
"121",7649,5,2,4,4,3,5,4,2,4,4,5,2,4,4,4,4,4,4,5,4,5,5,5,4,5,3,4,4,4,1,1,5,3,6,21,3,5,4,5,3,4,5,4,3,3,30,1,17,6,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,0
"2729",482767,4,2,3,4,4,4,3,4,3,4,2,3,3,3,3,2,3,4,4,2,4,4,3,4,3,3,4,3,4,2,1,4,2,1,16,4,5,4,3,3,5,5,5,5,5,75,2,10,1,1,4,10,3,3,4,4,4,3,4,3,3,3,4,4,3,3,3,4,4,3,4,3,3,3,3,3,3,4,4,0,0
"134",2456,5,4,4,4,4,5,4,3,4,3,5,3,3,3,4,4,3,4,5,4,5,5,3,5,5,4,3,4,5,1,1,4,2,6,20,1,5,3,3,2,3,2,5,3,4,30,1,14,1,1,3,10,5,3,3,3,3,3,3,3,4,3,4,3,3,3,4,4,3,4,3,4,3,4,3,1,3,4,4,0,0
"2737",17275,5,3,2,4,3,5,4,3,2,3,2,2,2,3,4,3,2,5,5,4,5,4,3,5,3,3,4,4,5,1,1,4,3,1,24,1,5,5,3,1,5,5,5,5,3,12,2,19,1,5,4,1,2,3,3,4,3,4,4,3,3,3,3,3,3,3,4,2,3,3,3,4,4,4,4,2,2,3,2,0,0
"1477",236150,4,2,2,4,5,4,4,5,1,2,5,2,2,4,3,5,5,4,4,4,5,3,4,3,5,4,4,5,4,1,1,5,2,3,23,1,5,3,2,4,2,4,4,5,3,14,1,12,1,4,3,9,2,3,3,4,3,4,4,4,2,4,3,3,3,4,3,4,4,3,4,3,3,4,3,4,4,4,3,0,1
