"","RESPID","Q 1","Q 2","Q 3","Q 4","Q 5","Q 6","Q 7","Q 8","Q 9","Q 10","Q 11","Q 12","Q 13","Q 14","Q 15","Q 16","Q 17","Q 18","Q 19","Q 20","Q 21","Q 22","Q 23","Q 24","Q 25","Q 26","Q 27","Q 28","Q 29","Q 30","Q 31","Q 32","Q 33","Q 34","Q 35","Q 36","Q 37","Q 38","Q 39","Q 40","Q 41","Q 42","Q 43","Q 44","Q 45","Q 46","Q 47","Q 48","Q 49","Q 50","Q 51","Q 52","Q 53","Q 54","Q 55","Q 56","Q 57","Q 58","Q 59","Q 60","Q 61","Q 62","Q 63","Q 64","Q 65","Q 66","Q 67","Q 68","Q 69","Q 70","Q 71","Q 72","Q 73","Q 74","Q 75","Q 76","Q 77","Q 78","Q 79","Q 80","Q 81"
"1165",233532,4,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,3,4,4,1,1,4,2,3,20,3,3,3,4,2,4,3,3,3,3,20,1,14,5,1,1,40,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,0,1
"1557",15984,4,2,4,4,5,4,2,2,2,4,4,4,2,2,4,2,4,4,5,2,2,2,2,4,4,4,4,4,4,1,1,2,3,3,25,4,4,4,2,2,3,4,4,3,4,25,1,13,5,1,1,4,2,4,4,2,4,4,4,5,4,4,4,5,4,4,2,4,2,4,5,4,4,5,2,4,4,2,2,0,0
"2253",226972,4,2,2,4,3,4,2,3,2,4,3,4,3,3,3,3,2,3,4,3,4,4,4,4,4,2,1,2,4,0,0,4,3,2,19,1,5,5,3,2,5,5,5,5,3,60,2,19,1,1,4,39,4,4,3,3,3,3,2,3,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,5,3,0,1
"1690",6857,4,2,3,4,4,4,4,3,3,1,5,2,3,4,5,4,5,4,4,3,5,4,3,4,5,3,3,3,5,1,1,5,5,2,36,3,4,5,4,4,4,3,4,2,4,60,1,17,1,2,2,39,4,4,4,4,4,4,4,4,4,4,3,3,4,3,5,4,4,4,3,4,4,4,4,4,4,4,3,0,0
"2728",423072,3,3,3,4,3,4,4,4,3,3,4,4,3,4,3,2,1,4,5,3,5,3,3,4,4,2,2,3,3,0,0,4,5,1,12,2,3,5,4,2,5,5,5,2,3,15,1,1,5,4,2,21,3,5,5,4,4,4,5,4,3,4,5,5,4,4,4,4,4,4,4,4,5,4,5,5,3,4,4,0,0
"1747",488504,4,2,2,4,2,4,3,4,2,4,2,3,2,2,2,2,2,4,4,2,4,4,2,4,3,2,3,3,4,1,1,4,4,2,22,2,4,5,4,1,4,4,4,2,5,30,2,14,5,1,4,3,4,3,3,3,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,5,4,4,3,4,4,4,0,1
"1004",483822,5,3,5,4,3,5,4,2,4,4,1,1,4,4,3,2,2,3,4,5,5,5,3,5,4,3,5,3,5,2,1,4,11,3,18,1,5,4,5,4,1,2,4,4,5,50,2,1,1,5,4,85,5,4,5,4,4,4,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1
"1803",470448,5,3,4,5,4,4,4,4,2,3,5,3,4,3,3,3,3,4,5,2,5,4,5,5,5,2,3,3,3,1,1,4,2,2,19,2,4,4,4,3,5,3,2,2,2,14,1,19,1,5,4,1,4,3,3,3,4,3,4,4,4,3,5,3,3,3,4,3,3,3,5,4,4,4,4,2,3,4,3,1,1
"1021",422195,4,4,5,4,5,4,4,5,4,4,3,3,5,5,4,4,5,5,5,4,5,5,4,5,5,5,4,4,4,1,1,5,5,3,20,4,3,4,4,2,4,5,4,5,4,30,1,13,1,1,1,4,3,5,4,4,4,4,3,4,4,4,5,5,5,5,4,5,5,4,4,4,5,5,5,4,4,4,4,0,1
"975",234304,5,4,3,5,5,4,4,3,3,5,4,1,3,4,4,4,4,3,4,3,4,4,5,3,5,4,3,2,4,1,1,5,3,4,20,3,3,3,5,2,5,2,2,1,1,90,1,14,5,1,1,16,3,4,3,3,3,4,4,3,4,4,4,4,3,3,4,3,4,5,4,5,4,4,4,3,3,4,4,1,0
"2143",482572,5,3,3,4,4,4,4,4,3,2,4,2,2,4,4,4,2,4,4,3,4,5,4,4,3,2,2,3,4,1,1,5,3,2,18,4,4,3,5,2,5,2,3,2,3,50,1,17,1,1,3,24,4,4,3,4,3,4,3,4,4,4,5,3,2,3,4,2,3,4,4,4,4,5,4,3,4,4,4,0,1
"1616",224219,5,3,4,4,3,5,4,3,4,3,2,2,3,3,4,3,3,4,4,3,5,4,3,5,4,3,5,4,5,1,1,4,2,2,22,1,5,4,4,3,2,3,5,3,4,100,1,15,1,5,4,84,3,3,4,3,3,4,3,5,4,3,3,5,3,4,4,4,5,4,4,4,5,3,4,3,3,4,4,1,1
"2502",16250,4,3,3,4,3,3,4,4,2,4,4,2,3,4,3,2,3,2,4,2,3,4,4,3,2,3,2,2,4,0,0,4,4,2,20,1,2,2,3,1,3,3,3,3,3,6,2,16,1,5,4,39,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"639",9552,3,5,4,4,4,4,3,4,3,5,4,4,4,4,5,5,4,5,2,3,5,4,4,3,4,4,3,4,3,0,0,5,5,5,6,4,5,4,4,2,5,4,4,4,3,15,1,13,5,1,1,8,5,5,5,4,4,5,5,5,4,4,4,4,4,3,3,4,5,4,4,3,5,3,2,3,3,2,4,1,0
"1921",2532,4,2,2,4,4,4,3,3,2,3,2,3,2,2,2,2,3,4,4,1,4,4,2,4,2,2,3,2,4,1,1,4,4,2,25,1,5,5,3,2,4,1,5,3,4,20,2,16,1,7,3,40,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,0,0
"1600",472733,5,4,4,3,3,4,5,2,3,4,1,2,3,3,4,4,3,5,4,3,5,4,4,4,4,2,2,3,4,0,0,4,3,2,25,1,4,4,4,2,4,3,5,4,5,12,2,13,2,1,2,46,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,0,1
"1008",238936,5,3,3,5,4,5,4,4,3,3,5,3,4,3,5,4,5,4,5,5,5,5,3,5,5,3,3,4,3,1,1,5,2,3,20,3,4,4,5,4,3,4,5,3,5,75,1,17,6,5,4,5,5,4,5,4,4,5,5,4,5,5,5,5,4,5,5,5,4,3,5,4,4,4,4,4,4,5,5,0,1
"1742",481441,5,2,4,3,3,4,5,5,3,3,4,4,4,2,5,1,2,5,5,3,5,4,5,5,3,1,3,3,4,0,0,4,4,2,20,1,5,5,4,1,4,4,4,2,4,70,2,1,3,6,4,54,3,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,5,2,4,4,4,1,1
"374",423213,4,2,3,4,4,5,4,4,3,4,4,3,3,4,4,4,3,5,4,3,4,4,4,4,4,4,3,3,4,1,1,3,3,5,22,2,3,4,3,2,3,3,3,1,3,25,1,15,3,1,3,28,3,4,4,5,3,4,4,4,4,4,5,4,3,4,4,4,4,4,5,5,5,5,5,3,3,5,4,0,1
"1155",229529,2,4,3,4,4,4,4,4,4,4,2,3,1,3,3,3,2,5,4,2,5,4,4,4,4,3,3,3,4,1,1,4,4,3,19,2,4,4,5,2,3,5,4,4,3,100,1,17,1,1,4,11,3,2,3,3,4,4,4,4,3,2,2,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,0,1
"1040",240371,4,1,3,5,5,4,3,4,3,3,2,3,2,3,4,4,4,5,4,3,5,5,5,4,4,2,4,3,4,1,1,4,3,3,19,3,5,3,4,3,2,5,1,2,3,60,2,10,3,5,4,84,4,4,5,3,4,4,5,4,3,4,3,3,4,3,5,2,5,4,4,4,5,5,5,2,3,5,4,1,1
"1835",235338,4,4,3,3,3,4,4,4,3,3,3,3,2,2,3,2,2,3,4,2,4,4,3,4,3,2,2,2,4,1,1,4,2,2,18,2,4,4,3,2,4,2,3,2,4,15,1,19,1,1,4,50,3,3,3,4,4,3,3,4,4,4,4,3,3,3,3,2,4,3,3,4,3,4,4,3,2,3,3,0,1
"1831",488478,4,4,2,2,1,3,2,4,3,3,4,3,2,1,4,2,2,4,4,3,4,4,2,4,2,2,4,3,3,0,0,4,2,2,25,2,5,3,4,2,4,5,3,2,3,30,2,13,3,5,4,54,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1
"9",235043,4,3,4,4,4,4,4,3,4,3,5,1,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,3,1,1,5,8,8,99,3,5,4,5,4,2,4,3,3,4,80,1,19,1,1,3,39,4,3,3,3,3,3,3,4,4,3,3,3,3,4,4,4,3,4,3,4,4,4,4,3,3,3,3,0,0
"1384",233016,3,3,2,3,2,2,2,4,1,4,4,4,1,1,1,1,2,3,3,2,3,4,4,3,2,3,3,3,4,1,1,4,4,3,19,1,5,5,5,3,2,4,1,5,4,30,2,19,1,1,3,8,4,3,4,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,0,1
"1919",486685,4,2,3,4,3,2,2,4,2,4,1,3,2,2,3,1,1,3,4,3,2,3,1,3,3,1,1,2,3,2,1,1,11,2,12,1,5,4,4,1,1,1,1,4,2,6,2,13,1,5,4,10,4,3,4,4,4,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"2435",1798,4,2,2,5,4,2,2,3,3,2,2,2,4,4,3,3,2,4,5,2,5,4,4,5,2,1,2,3,4,1,1,3,4,2,20,1,5,3,3,2,4,3,3,2,3,30,2,16,1,1,3,50,4,2,3,4,4,2,3,3,4,4,5,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,3,0,0
"23",9830,5,5,4,5,5,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,1,1,4,4,8,22,1,3,3,4,2,4,4,4,3,4,20,2,17,1,1,1,9,3,3,4,3,3,4,3,3,3,4,3,3,3,4,4,4,3,3,3,3,3,4,3,4,4,3,3,0,0
"571",421052,4,5,5,5,4,4,5,4,5,4,4,5,5,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,2,1,5,3,5,24,5,1,1,1,3,4,5,5,4,4,100,1,16,5,1,3,39,4,4,4,5,4,5,4,5,4,5,4,5,5,4,4,4,4,4,5,4,4,5,4,4,5,5,4,1,1
"2187",479292,3,2,1,4,3,4,3,5,1,4,5,2,3,3,4,2,3,5,5,3,5,5,4,4,4,2,3,3,4,0,0,4,2,2,18,1,2,5,3,2,5,4,3,3,2,30,1,14,1,1,2,50,4,4,3,3,4,3,4,5,2,5,5,2,2,3,3,3,4,4,4,3,3,5,3,5,4,4,3,0,1
"1875",11350,4,3,3,3,3,3,4,4,3,4,3,3,3,3,3,2,3,4,4,3,4,4,3,4,4,3,4,2,4,0,0,4,2,2,20,3,3,4,4,2,2,4,5,4,4,50,2,1,3,5,4,3,5,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,0
"1426",2393,4,3,4,2,4,4,4,4,3,4,4,2,2,2,3,3,4,5,4,3,4,4,4,4,4,3,4,3,4,1,1,5,2,3,20,3,5,5,3,2,4,4,4,4,3,100,2,14,1,3,2,10,5,3,3,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,3,4,4,2,4,3,3,0,0
"1171",475529,4,5,3,5,2,4,4,3,2,4,3,3,2,3,2,2,3,5,4,4,5,4,4,5,4,4,2,4,4,1,1,4,1,3,21,4,2,2,2,2,4,4,3,2,3,45,2,1,5,1,1,1,4,3,4,4,3,3,4,3,3,3,4,2,3,4,4,3,4,4,3,4,4,4,4,3,3,4,4,1,1
"2750",471281,4,2,2,2,2,4,4,4,3,4,4,2,3,3,4,3,2,4,4,3,4,4,2,4,4,2,4,2,4,1,1,4,4,1,20,3,1,2,5,3,5,5,5,1,3,8,2,1,3,4,3,35,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,3,4,4,3,1,0
"1148",224173,4,3,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2,4,4,2,5,4,3,5,2,3,2,2,4,1,1,4,5,3,22,1,4,2,4,2,1,4,1,4,5,20,2,12,5,1,1,3,2,3,3,4,3,4,4,5,5,5,2,5,5,5,4,3,4,3,4,4,5,4,4,4,5,5,4,0,1
"1075",10271,5,1,5,4,5,5,4,5,5,4,4,1,5,5,5,5,4,5,5,5,5,5,4,5,4,4,4,4,5,1,1,4,5,3,21,1,4,4,3,3,3,4,3,3,4,22,2,19,1,1,2,28,4,5,5,4,3,5,4,4,4,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,1,0
"2743",234251,4,3,2,4,3,5,4,3,2,2,4,2,3,4,4,3,3,4,4,2,5,4,3,4,3,2,3,2,4,1,1,4,3,1,20,2,4,4,4,2,3,2,4,4,4,30,1,11,3,7,1,40,4,3,4,4,4,5,4,3,5,5,4,5,5,4,5,3,5,5,4,5,5,5,5,3,4,5,3,1,1
"1254",421055,4,1,4,5,5,5,4,5,2,4,4,2,5,5,4,4,4,5,5,4,5,5,5,5,5,3,4,4,5,1,1,5,4,3,21,2,4,5,4,2,4,4,5,4,4,30,1,13,5,1,2,39,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1
"1434",2705,3,2,3,4,4,4,3,3,3,2,4,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,3,2,4,1,1,4,3,3,21,2,5,5,3,3,3,4,4,4,3,20,1,17,1,1,3,54,4,3,3,3,3,4,3,3,2,4,3,4,3,3,3,4,3,3,3,4,3,4,4,2,3,3,3,0,0
"1911",227817,3,3,2,3,4,4,4,5,3,3,2,2,3,3,3,2,2,4,4,3,4,4,3,4,3,3,3,3,3,0,0,4,1,2,20,3,2,4,4,2,4,4,4,4,4,30,1,13,2,6,4,43,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,3,0,0
"140",12086,4,3,3,3,4,4,4,3,3,3,4,2,4,4,4,4,4,4,4,4,5,5,4,4,4,3,4,4,5,1,1,5,3,6,22,2,4,4,5,2,3,4,5,5,5,35,1,15,1,1,2,28,4,3,4,4,4,4,5,4,4,4,4,4,4,4,5,3,4,4,3,4,4,3,4,3,4,4,3,1,0
"2064",223573,4,3,3,4,3,3,4,4,2,4,4,4,2,2,4,2,2,4,4,2,4,4,2,4,2,2,4,3,4,1,1,2,6,2,18,2,4,3,2,2,3,4,4,3,2,6,2,16,1,5,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,0,0
"233",227677,4,3,4,4,4,4,4,5,3,4,5,3,3,4,4,5,4,5,5,5,5,4,4,5,5,4,5,5,4,1,1,5,6,6,29,3,4,4,4,4,4,3,4,3,4,40,1,16,1,1,2,3,4,2,3,4,4,2,2,3,5,5,2,4,2,3,2,3,4,3,3,4,4,3,4,5,3,4,3,0,1
"2106",232564,4,3,2,3,3,3,3,4,2,3,4,4,2,2,3,2,3,5,5,2,5,5,4,5,5,2,3,4,4,1,1,4,1,2,16,3,5,4,5,2,4,3,3,3,5,15,2,15,1,1,1,54,4,5,5,5,5,5,5,5,5,5,5,4,4,3,4,2,4,3,3,4,5,4,4,5,4,4,4,1,1
"2770",230941,5,3,2,5,2,2,2,4,1,3,4,4,2,2,3,2,3,4,4,1,3,3,3,3,3,1,1,2,4,0,0,4,2,1,18,3,4,2,2,2,3,3,3,2,3,80,1,1,1,5,4,39,4,4,4,4,3,4,4,4,4,4,3,3,4,4,5,4,4,4,4,4,4,4,4,5,3,4,3,0,1
"530",233552,4,2,3,4,4,4,4,4,3,4,4,2,2,2,3,4,2,3,4,3,4,3,4,4,3,3,2,3,4,2,1,4,4,5,28,2,4,4,4,3,3,4,4,2,4,50,1,16,1,5,4,39,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,1,1
"2150",226450,3,3,3,4,3,4,4,4,2,2,4,3,2,3,3,2,3,3,3,2,3,4,3,4,3,2,2,2,4,1,1,4,2,2,18,3,3,3,3,2,5,2,3,2,2,20,1,17,1,5,4,24,4,4,4,4,5,4,4,4,4,5,5,2,2,5,4,2,4,4,4,4,4,4,4,4,3,4,4,0,1
"2240",222694,4,3,2,2,3,3,2,4,2,4,3,2,2,2,3,2,2,3,4,3,4,3,4,4,2,2,2,2,2,0,0,4,4,2,22,1,3,2,4,1,5,3,3,3,2,30,1,17,1,1,3,3,3,3,3,4,4,4,4,4,3,4,2,3,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,0,1
"1192",239777,4,2,2,2,3,4,4,3,2,2,2,3,2,2,3,2,2,4,3,4,3,4,3,4,3,3,4,3,4,1,1,4,2,3,21,2,4,3,3,2,4,4,4,3,3,180,1,12,1,5,4,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,0,1
"228",470579,5,2,2,4,3,2,3,4,2,2,5,1,2,4,4,3,2,4,4,3,5,5,4,4,3,3,3,3,4,0,0,4,4,6,25,3,5,5,5,3,4,4,4,4,4,200,1,11,6,5,4,5,5,4,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,3,3,5,5,3,1,1
"2722",3019,4,3,3,5,4,5,5,4,3,4,2,3,3,4,4,4,3,5,5,4,5,5,5,5,3,3,5,5,5,1,1,5,3,1,16,1,5,5,4,3,5,5,4,5,4,30,2,10,1,7,3,10,5,5,5,5,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,1,0
"774",13769,3,3,4,4,4,4,4,3,4,5,1,2,4,3,3,2,2,5,4,4,4,4,2,5,4,4,3,3,4,1,1,5,3,4,20,1,3,3,4,2,1,3,4,4,5,20,1,15,1,2,1,31,4,3,4,3,4,4,4,4,5,4,3,5,3,5,4,4,5,4,4,4,4,4,4,2,4,4,5,1,0
"2614",14644,4,5,4,5,5,3,4,3,4,4,5,4,5,4,4,4,4,4,4,5,4,4,5,5,3,3,5,5,4,0,0,4,7,2,25,5,5,5,5,2,5,4,4,5,5,10,1,17,1,1,2,22,4,4,3,4,5,4,4,5,3,5,4,4,4,4,5,4,3,5,3,4,4,5,5,3,4,3,5,1,0
"2521",1885,4,3,3,4,4,2,3,4,1,3,4,4,2,2,3,3,3,3,4,3,4,4,4,3,2,2,2,2,4,1,1,4,2,2,20,2,3,4,4,3,5,2,2,3,3,60,1,19,1,1,4,51,5,4,5,4,5,4,5,5,5,4,3,2,4,3,3,4,5,5,5,5,4,5,3,4,5,5,2,1,0
"852",482706,5,4,2,4,2,4,4,4,2,4,4,2,2,4,4,3,3,4,4,4,4,4,4,4,4,2,2,2,4,1,1,4,3,4,23,2,1,4,3,2,5,3,3,3,3,60,2,11,3,1,2,10,3,3,3,4,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,2,4,4,3,1,1
"1464",484463,4,5,1,4,3,4,2,4,3,3,1,4,3,3,3,2,1,3,4,1,4,1,1,3,2,3,1,3,3,0,0,4,1,3,18,1,4,3,3,2,1,3,3,1,2,60,2,12,1,6,3,28,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1
"2376",8435,5,3,3,1,4,5,4,4,1,4,3,2,1,2,3,3,3,5,5,3,5,5,4,4,4,1,2,3,4,0,0,5,2,2,24,2,5,5,4,2,4,5,5,3,3,45,2,11,6,6,1,43,4,3,4,3,4,3,4,4,4,2,3,4,3,3,2,3,4,4,3,4,2,5,4,4,5,5,4,0,0
"2320",225239,3,3,2,4,4,4,3,4,2,3,4,4,2,2,3,2,2,3,4,2,4,4,2,4,4,2,3,2,4,1,1,3,2,2,18,1,5,2,2,2,3,4,5,2,3,40,1,17,1,2,4,84,1,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,5,3,4,5,5,4,5,4,1,5,3,1,1
"1485",231821,4,3,3,3,3,3,3,4,2,3,3,3,3,3,3,4,3,3,3,3,4,4,3,4,2,3,3,2,4,1,1,2,4,3,21,2,4,4,3,3,4,3,4,4,4,100,1,18,1,2,4,32,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,2,3,3,0,1
"1014",422903,4,2,5,5,5,5,5,4,5,4,4,1,4,4,5,4,4,4,5,4,5,4,5,5,5,5,3,4,4,1,1,5,3,3,28,1,5,5,4,3,4,4,4,4,4,45,1,12,1,2,1,3,3,4,4,5,5,5,5,5,2,5,3,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,1,1
"1620",221664,4,2,4,4,4,3,3,3,3,4,4,2,4,4,4,3,2,4,3,2,3,3,3,4,3,2,3,3,3,1,1,3,5,2,24,2,3,4,4,2,2,4,4,4,4,48,1,19,1,1,4,36,2,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,0,1
"843",470050,4,2,2,5,3,4,3,4,3,3,5,4,3,3,4,2,2,5,4,2,5,4,3,4,5,2,2,2,4,1,1,4,3,4,18,5,2,3,3,3,5,3,4,3,2,20,1,18,1,1,4,42,3,3,3,4,3,4,3,4,5,4,4,2,2,3,4,2,4,4,4,4,4,5,5,4,3,4,4,1,1
"871",223890,4,4,2,4,2,4,3,3,2,4,4,3,3,2,2,2,4,4,3,3,4,4,2,4,4,2,3,3,4,1,1,4,2,4,18,2,4,4,4,3,4,4,4,4,3,20,1,14,1,1,3,16,3,2,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,5,3,3,3,0,1
"477",7506,4,2,3,4,3,4,3,3,3,4,2,3,3,3,4,2,3,4,4,2,4,3,3,4,3,3,3,2,4,1,1,3,4,5,24,1,5,5,4,3,4,4,4,4,4,30,2,17,1,1,2,10,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,0,0
"956",5456,4,4,4,4,4,5,5,4,5,5,5,5,4,4,4,5,5,4,4,5,4,5,4,5,5,4,5,4,4,1,1,4,4,4,20,2,4,4,3,2,4,3,4,3,4,21,1,11,1,1,1,8,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,0,0
"2493",14530,4,2,2,4,4,4,4,3,3,3,4,2,3,3,3,4,3,4,4,3,3,4,3,5,3,2,3,3,4,1,1,3,2,2,18,2,5,4,4,4,3,3,5,2,4,100,1,15,1,5,4,4,3,3,4,3,3,3,4,4,4,3,4,3,4,4,4,4,3,4,3,4,4,4,4,3,3,4,3,0,0
"1628",240620,3,2,3,4,4,5,4,3,2,3,2,2,3,3,4,3,2,4,2,2,5,4,4,4,3,2,2,2,5,1,1,4,11,2,18,3,5,3,4,2,5,2,3,2,2,30,2,12,1,5,4,39,3,3,3,4,4,4,5,3,4,4,2,2,3,3,4,3,4,4,4,4,3,3,4,2,3,3,3,0,1
"635",22883,4,3,5,5,4,5,5,3,4,4,5,4,3,3,5,4,4,4,5,4,5,4,4,5,4,5,4,4,4,0,0,4,4,5,40,2,5,5,5,2,2,4,5,3,5,60,1,13,1,1,4,10,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,0,0
"2104",486739,2,1,1,5,2,4,1,5,1,3,5,3,1,1,2,4,4,5,5,1,4,4,1,4,4,1,1,1,4,1,1,3,3,2,22,1,5,5,3,4,3,5,3,5,3,10,1,1,1,5,4,5,3,3,5,4,3,3,4,5,4,4,5,3,3,5,5,5,5,5,3,5,5,5,4,4,5,4,4,0,1
"1473",224410,2,4,3,3,4,3,3,2,4,3,3,3,2,3,1,4,2,4,3,2,5,2,5,3,1,3,3,4,3,1,1,3,3,3,17,3,2,2,3,2,4,3,3,4,2,60,1,1,5,1,1,32,3,2,3,3,1,3,4,3,3,2,4,4,2,3,3,4,3,3,2,2,3,3,2,2,3,3,3,0,1
"337",6832,4,4,5,5,4,4,5,5,5,4,4,2,5,5,4,4,4,5,4,4,5,5,5,4,4,4,5,4,5,1,1,5,5,6,24,2,3,5,4,3,3,4,3,3,5,25,1,13,6,1,2,54,5,4,4,5,4,5,5,4,4,4,5,4,4,5,4,5,5,2,4,2,4,5,5,4,4,5,2,0,0
"1720",229768,5,4,4,4,4,5,4,4,3,3,2,4,3,3,4,3,2,5,5,2,5,5,4,5,5,3,3,3,4,1,1,5,5,2,30,3,5,5,4,2,1,5,3,4,3,180,1,17,1,1,2,9,4,1,5,5,3,5,5,5,2,5,1,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,4,1,1
"1344",239381,4,1,3,5,3,5,5,5,1,3,4,3,4,5,5,3,3,4,4,2,4,5,5,5,5,2,5,5,5,1,1,5,3,3,19,3,1,3,4,3,5,2,3,1,3,120,1,12,4,5,4,84,1,4,3,3,5,4,4,5,2,4,5,3,4,2,4,3,4,4,4,4,4,5,5,3,2,4,4,1,1
"2016",226021,4,3,1,4,2,1,2,3,2,2,4,3,1,4,3,4,4,4,4,4,5,4,3,4,4,2,2,3,4,1,1,4,2,2,18,3,4,4,2,3,4,3,3,3,3,50,2,17,1,2,3,39,5,3,4,3,5,3,5,5,3,4,5,3,3,3,3,3,4,5,2,4,5,5,5,4,4,4,2,0,1
"2252",483680,4,3,3,4,4,3,2,4,2,4,4,4,2,3,4,3,3,4,4,3,4,4,3,4,3,2,3,2,4,1,1,3,3,2,18,2,3,3,3,2,4,5,3,2,4,30,2,14,1,5,4,28,3,3,4,3,3,3,4,4,3,4,3,4,3,3,3,4,4,3,3,4,4,3,4,3,3,4,3,0,1
"1343",485628,4,3,3,3,4,4,3,4,3,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,4,3,4,4,4,1,1,3,2,3,18,1,5,5,2,2,5,3,3,1,2,50,2,12,1,7,2,84,3,3,3,3,3,3,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,0,1
"2590",230924,3,5,3,3,4,3,4,3,2,4,4,3,3,4,3,5,3,4,4,4,4,4,3,4,3,3,2,4,3,1,1,4,4,2,20,3,4,4,4,2,2,3,3,4,4,20,1,19,1,1,3,40,3,2,5,4,4,3,4,4,3,3,3,2,4,3,5,3,4,4,3,4,3,4,3,2,3,4,3,0,1
"572",240858,4,2,2,4,4,5,4,4,4,3,4,4,3,3,3,3,4,5,4,4,4,2,5,5,4,4,3,4,4,0,0,4,3,5,22,4,4,5,4,2,5,4,3,2,4,45,1,18,1,1,2,53,4,5,3,3,4,4,4,4,2,5,5,4,2,4,4,5,3,4,4,4,4,2,4,5,5,4,4,1,1
"68",420135,4,2,4,4,4,4,5,5,5,4,5,4,3,4,4,4,4,5,5,4,5,4,4,4,5,5,4,4,5,1,1,5,4,6,22,2,3,4,4,2,3,4,4,4,5,25,1,16,3,5,3,54,3,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,5,5,4,5,4,4,5,5,1,1
"2181",224681,5,5,1,3,3,3,3,4,2,3,5,3,2,3,3,3,2,4,5,5,5,4,5,4,3,1,5,4,5,1,1,4,2,2,25,1,5,4,4,2,5,4,3,3,2,20,2,13,6,1,1,42,4,4,4,4,4,4,3,5,4,5,3,4,5,5,4,5,5,5,4,5,5,5,5,3,5,5,3,1,1
